,Log,KNN 8,SVM rbf,RF 7,ET 5,XGB
0,0.9672134866956877,1.0,0.928275072521531,0.923091990442761,0.9448302503205978,0.9739373
1,0.07525184479907254,0.0,0.06002696719490858,0.026987662757926367,0.08601066719659405,0.025735855
2,0.3654854610970545,0.625,0.2581057410158232,0.43456150473038435,0.38703017625128394,0.26168716
3,0.14560814135574962,0.0,0.11571616590158937,0.021102613094120017,0.09213845083547924,0.037149608
4,0.7847194749170002,0.875,0.7592908967717261,0.8920815659246096,0.8023274356628002,0.89358234
5,0.914057720050253,1.0,0.844064241995905,0.916877178987949,0.8741462300949311,0.9152013
6,0.5411225078811875,0.75,0.7235465658014575,0.7775427544929405,0.7739475738159218,0.9094903
7,0.7124385300172067,0.875,0.8112375377270694,0.9044931091920776,0.9188145410209158,0.94109523
8,0.20123584150737617,0.25,0.19283802955201185,0.12561027185066329,0.10533153104205731,0.019986928
9,0.10598283865588654,0.0,0.1142042162034365,0.09221267426633548,0.09213845083547924,0.04152012
10,0.15548864900380488,0.0,0.08965903725482192,0.09257184664599712,0.013005928853754942,0.0023944378
11,0.15244540292723752,0.125,0.055307142054174516,0.18520832490451455,0.08601066719659405,0.06616098
12,0.909206206162009,0.875,0.8553414108632679,0.884250138113542,0.8800857248549095,0.8905189
13,0.990938010133266,1.0,0.9749293586077807,0.9470894984854471,0.8130751091155304,0.9831504
14,0.3188527585338016,0.25,0.2534684996507322,0.34058556523698813,0.38703017625128394,0.27440912
15,0.0780148170191125,0.125,0.05432784414027302,0.05065597882970367,0.08601066719659405,0.06995243
16,0.7617040666248434,1.0,0.8524533706531958,0.9441989988579672,0.9188145410209158,0.9886822
17,0.9282462377357608,0.875,0.8825616025925582,0.8633671545758667,0.8978406759821651,0.87023544
18,0.46964072933131995,0.625,0.6245015571328488,0.605900749587519,0.8059095101764091,0.91847134
19,0.25356308564508423,0.5,0.26494929886924456,0.3076865935518393,0.38703017625128394,0.16587174
20,0.8371660505758513,1.0,0.860717283630826,0.9142009748714206,0.8978406759821651,0.93071276
21,0.6823854487467118,0.875,0.7184112257922376,0.45128205178509684,0.7739475738159218,0.3722186
22,0.3226184259704068,0.25,0.25377866885067374,0.3368424877365705,0.38703017625128394,0.26168716
23,0.6737588007514151,0.375,0.8448472408683556,0.5294271803798692,0.7739475738159218,0.37820315
24,0.7206037641104823,1.0,0.8102909516566053,0.9592664346217493,0.8059095101764091,0.9213245
25,0.47486906511416993,0.125,0.47294853964056716,0.19487202662501502,0.12345183179393696,0.061773956
26,0.9201528129787715,0.875,0.8586373502220165,0.8980704240618438,0.8800857248549095,0.8110421
27,0.7791506248442935,0.625,0.9123548348105227,0.7268551110306984,0.7461592949526145,0.81295955
28,0.33938081514929086,0.125,0.2555046509017828,0.29383720982762135,0.38703017625128394,0.27440912
29,0.9211759980450466,1.0,0.8588942836111363,0.9019972143078939,0.8800857248549095,0.940224
30,0.7176127198065942,0.625,0.8501269912292713,0.7255689093942688,0.7739475738159218,0.7041882
31,0.022844447653146416,0.0,0.02836690026348197,0.002233610478004071,0.00531917813023313,0.0074986815
32,0.33938081514929086,0.125,0.2555046509017828,0.284788010703153,0.38703017625128394,0.29839188
33,0.9111401672644799,0.875,0.8691673109673691,0.8778947569740094,0.7739475738159218,0.9218693
34,0.5561100703782036,0.5,0.8540355237848176,0.703233081437846,0.6646366310412879,0.8818412
35,0.4880377239414595,0.5,0.8570905819614306,0.8327799163865761,0.7134401961294567,0.8741312
36,0.9201528129787715,0.875,0.8586373502220165,0.8979360774676431,0.8800857248549095,0.85463136
37,0.9106229997132232,0.875,0.8557638106964773,0.8981730436552012,0.8800857248549095,0.8905189
38,0.6481070727088187,0.75,0.6947384450601911,0.7853954228501114,0.8059095101764091,0.94026655
39,0.1450298328875811,0.0,0.07182414419562219,0.18906105103926357,0.013005928853754942,0.0023944378
40,0.31927858939428344,0.5,0.32729369563209976,0.6029477149587662,0.38703017625128394,0.67478144
41,0.27644557181740703,0.125,0.2036983392825151,0.3931025226574617,0.09213845083547924,0.28107095
42,0.9201528129787715,0.875,0.8586373502220165,0.902436608247288,0.8800857248549095,0.940224
43,0.23224923840131595,0.0,0.11011922514141234,0.026503252670020162,0.0714258531132304,0.07629442
44,0.3379090849272486,0.125,0.25515802928002373,0.2871357779261894,0.38703017625128394,0.27440912
45,0.9211759980450466,1.0,0.8588942836111363,0.8959195244015641,0.8800857248549095,0.8905189
46,0.9438992990022387,1.0,0.8889607658130891,0.9234962812044654,0.8800857248549095,0.87369835
47,0.33938081514929086,0.125,0.2555046509017828,0.284788010703153,0.38703017625128394,0.29839188
48,0.9488177666663692,0.75,0.9097703105628223,0.9086008940613063,0.8800857248549095,0.92461896
49,0.4142831910526469,0.625,0.622812567690242,0.6461079655342146,0.8059095101764091,0.91847134
50,0.7770345292748599,1.0,0.8535792458567592,0.9627892354788388,0.9188145410209158,0.9198688
51,0.9106229997132232,0.875,0.8557638106964773,0.8955446860801443,0.8800857248549095,0.8357838
52,0.013998598620747038,0.0,0.026789926054658682,0.005469512733643167,0.031734637778250925,0.0024604797
53,0.15204428822274907,0.0,0.09243593672968826,0.07603853898562615,0.08601066719659405,0.13217771
54,0.834733575828438,0.875,0.8763499430507633,0.7600245115881624,0.7739475738159218,0.76755834
55,0.7391204927106434,0.625,0.8524043587940735,0.6390948348687089,0.7739475738159218,0.37820315
56,0.19631395966817355,0.125,0.07313649053201082,0.09935189921461626,0.08601066719659405,0.13797754
57,0.9206272562209334,0.875,0.8587808870034551,0.8979360774676431,0.8800857248549095,0.85463136
58,0.23847022282467178,0.0,0.11017468586632205,0.020347875299348603,0.0714258531132304,0.03024584
59,0.8614256737451054,1.0,0.9125357985295955,0.9418056469624542,0.9188145410209158,0.9198688
60,0.9120198242194912,0.875,0.8561815099335012,0.8918615530640164,0.8800857248549095,0.85463136
61,0.03451932168625593,0.0,0.023969946686201123,0.003393574846206425,0.00531917813023313,0.0076194406
62,0.5860073007537505,0.5,0.8613264785413905,0.7083325555570941,0.6593220074671649,0.91804266
63,0.7679218899682134,1.0,0.8529149488413144,0.9552734580343488,0.9188145410209158,0.9731693
64,0.721764061112571,0.625,0.8509569395062664,0.7325378914439535,0.7739475738159218,0.7041882
65,0.1633775620540412,0.125,0.13826080693757475,0.07491626572415035,0.14919526528222163,0.03496915
66,0.12201940868664196,0.0,0.07450760190715221,0.06207210917505553,0.08601066719659405,0.13797754
67,0.9077692284708062,0.875,0.8549143272608423,0.8840875766017319,0.8800857248549095,0.9117089
68,0.7949425014252159,0.875,0.8387737173022006,0.5216439329880299,0.7347387510944486,0.40413737
69,0.948693303479291,0.75,0.9098022888373906,0.8941633340516062,0.8800857248549095,0.9634918
70,0.8506819395590034,0.875,0.8580646425415174,0.8951477218003615,0.7739475738159218,0.9218693
71,0.8641387013850582,0.875,0.9148507023893878,0.8897485672594548,0.8059095101764091,0.94026655
72,0.8014381037353101,1.0,0.8567757876610284,0.9036086414331372,0.8978406759821651,0.8996555
73,0.9347758201324475,0.75,0.8864046820524508,0.9033197726855885,0.8800857248549095,0.92461896
74,0.7276874474159372,0.5,0.8226775885606529,0.28395012223317406,0.6206744601028563,0.21789682
75,0.916092631860828,1.0,0.8574062423673446,0.904456982680084,0.8800857248549095,0.9506331
76,0.9211759980450466,1.0,0.8588942836111363,0.9019972143078939,0.8800857248549095,0.940224
77,0.9211759980450466,1.0,0.8588942836111363,0.8959195244015641,0.8800857248549095,0.8905189
78,0.07908036529150564,0.0,0.07271242225691364,0.023101876220148188,0.012656690746474027,0.017490864
79,0.14774964290018566,0.0,0.06025973142728001,0.23616513111966467,0.013005928853754942,0.021321595
80,0.9120198242194912,0.875,0.8561815099335012,0.9012558764294675,0.8800857248549095,0.9096625
81,0.9212564817656919,0.75,0.8589724654355354,0.8797724994053463,0.8800857248549095,0.88864017
82,0.33938081514929086,0.125,0.2555046509017828,0.2956511133101056,0.38703017625128394,0.26110536
83,0.6737588007514151,0.375,0.8448472408683556,0.662694756287789,0.7739475738159218,0.9286477
84,0.18563414555950042,0.125,0.0726537651513777,0.08680707943924458,0.08601066719659405,0.13797754
85,0.6040952415001813,0.75,0.7581369473624248,0.5603889946341547,0.8059095101764091,0.5711858
86,0.9827925855442861,1.0,0.9648636510627175,0.9630211508812698,0.9448302503205978,0.9839668
87,0.9211759980450466,1.0,0.8588942836111363,0.8959195244015641,0.8800857248549095,0.8905189
88,0.28039889311926447,0.25,0.13765140031953746,0.06806350883142519,0.07274153478430587,0.048938274
89,0.914754425703626,0.875,0.8570027415066026,0.8978835340550023,0.8800857248549095,0.8905189
90,0.9212564817656919,0.75,0.8589724654355354,0.8858093025370771,0.8800857248549095,0.8905189
91,0.909206206162009,0.875,0.8553414108632679,0.8909837160223559,0.8800857248549095,0.8448872
92,0.5698828798875143,0.5,0.7445267209480062,0.5790126185612066,0.7739475738159218,0.7523563
93,0.8701387658327602,0.75,0.8540943415720007,0.8439773344096871,0.8023274356628002,0.65895855
